,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Garage,Basement,Year Remod/Add_bis,Renovated before sale,Lot Area**0.5,Lot Area**2,Lot Area**3,Garage Area**0.5,Garage Area**2,Garage Area**3,Year Remod/Add**0.5,Year Remod/Add**2,Year Remod/Add**3
460,1075,528186130,120,RL,89.0,8232,No,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,9,1.791759469228055,2.70805020110221,2008,Hip,MetalSd,MetalSd,BrkFace,6.5722825426940075,5,3,PConc,5,0.6931471805599453,GLQ,7.094234845924755,Unf,6.391917113392602,1800.0,5,Y,SBrkr,7.496097345175956,0.0,0,7.496097345175956,0.6931471805599453,2,0.0,1.0986122886681098,5,1.9459101490553132,Typ,0.6931471805599453,Attchd,2.6390573296152584,RFn,3.0,944.0,Y,5.351858133476067,0.0,0.0,0,No,0,6,2008,New,Partial,12.823871084500265,Yes,Yes,0.6931471805599453,Yes,90.73036977771004,67765824,557848263168,30.72458299147443,891136.0,841232384.0,44.81071300481616,4032064,8096384512
461,1713,528172050,20,RL,70.0,9926,No,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,7,1.791759469228055,2.833213344056216,2006,Gable,VinylSd,VinylSd,BrkFace,5.351858133476067,4,3,PConc,4,1.0986122886681098,GLQ,7.072421900537371,Unf,6.07993319509559,1614.0,5,Y,SBrkr,7.387090235656757,0.0,0,7.387090235656757,0.6931471805599453,2,0.0,1.3862943611198906,4,2.0794415416798357,Typ,0.0,Attchd,2.833213344056216,RFn,3.0,878.0,Y,4.61512051684126,3.6635616461296463,0.0,0,No,0,5,2007,WD ,Normal,12.411870628505058,Yes,Yes,0.6931471805599453,Yes,99.62931295557549,98525476,977963874776,29.631064780058107,770884.0,676836152.0,44.78839135311738,4024036,8072216216
462,224,905106140,60,RL,80.0,9364,No,Reg,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,2Story,6,2.0794415416798357,3.970291913552122,1969,Gable,HdBoard,HdBoard,Stone,4.969813299576001,3,3,CBlock,3,0.6931471805599453,ALQ,5.918893854273146,Unf,5.680172609017068,663.0,3,Y,SBrkr,6.498282149476434,6.536691597591305,0,7.210079628170788,0.0,1,0.6931471805599453,1.6094379124341003,3,2.0794415416798357,Typ,0.0,Attchd,3.970291913552122,Fin,1.0,299.0,Y,5.940171252720432,3.6109179126442243,0.0,0,Yes,0,3,2010,WD ,Normal,11.970356641102999,Yes,Yes,0.0,No,96.76776322722355,87684496,821077620544,17.291616465790582,89401.0,26730899.0,44.37341546466758,3876961,7633736209
464,1951,535379110,70,RL,60.0,10800,Yes,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,5,2.302585092994046,4.844187086458591,1999,Gable,Wd Sdng,HdBoard,None,0.0,3,4,CBlock,4,1.3862943611198906,Unf,0.0,Unf,6.602587892189336,736.0,5,Y,SBrkr,6.62273632394984,6.664409020350408,0,7.336285660021297,0.0,1,0.6931471805599453,1.3862943611198906,4,1.9459101490553132,Typ,0.0,Attchd,3.784189633918261,Unf,0.0,0.0,N,0.0,4.727387818712341,0.0,0,No,0,7,2007,WD ,Normal,11.904974309480183,No,Yes,4.653960350157523,No,103.92304845413264,116640000,1259712000000,0.0,0.0,0.0,44.710177812216315,3996001,7988005999
465,539,531371050,20,RL,67.0,10083,No,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,1.791759469228055,2.9444389791664403,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,0.6931471805599453,GLQ,6.726233402358747,Unf,5.840641657373398,1176.0,5,Y,SBrkr,7.0909098220799835,0.0,0,7.0909098220799835,0.6931471805599453,2,0.0,1.0986122886681098,4,1.791759469228055,Typ,0.0,Attchd,2.9444389791664403,RFn,2.0,555.0,Y,0.0,3.7376696182833684,0.0,0,No,0,8,2009,WD ,Normal,12.127575825689417,Yes,Yes,0.0,No,100.41414243023739,101666889,1025107241787,23.558437978779494,308025.0,170953875.0,44.75488800120049,4012009,8036054027
468,2490,532353180,80,RL,88.0,8471,No,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,SLvl,6,2.0794415416798357,3.8066624897703196,1995,Gable,HdBoard,Plywood,BrkFace,3.8501476017100584,3,3,CBlock,4,1.3862943611198906,ALQ,6.2285110035911835,Unf,0.0,506.0,3,Y,SBrkr,7.10085190894405,0.0,0,7.10085190894405,0.6931471805599453,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.6931471805599453,Attchd,3.784189633918261,Unf,2.0,492.0,Y,5.680172609017068,2.5649493574615367,0.0,0,Yes,0,7,2006,WD ,Normal,11.92504173829169,Yes,Yes,2.9444389791664403,No,92.03803561571705,71757841,607860671111,22.181073012818835,242064.0,119095488.0,44.66542286825459,3980025,7940149875
469,2171,908127040,20,RL,73.0,10921,No,Reg,HLS,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,1.791759469228055,4.04305126783455,1965,Hip,HdBoard,HdBoard,BrkFace,3.8918202981106265,3,3,CBlock,3,0.6931471805599453,Rec,6.255750041753367,Unf,6.089044875446846,960.0,3,Y,FuseF,6.8679744089702925,0.0,0,6.8679744089702925,0.6931471805599453,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Attchd,4.04305126783455,Fin,1.0,432.0,P,4.795790545596741,0.0,0.0,0,No,0,5,2007,WD ,Normal,11.459007676978688,Yes,Yes,0.0,No,104.50358845513392,119268241,1302528459961,20.784609690826528,186624.0,80621568.0,44.328320518603,3861225,7587307125
470,2520,533253050,120,RL,36.0,3640,No,IR1,Lvl,CulDSac,Gtl,Greens,Norm,Twnhs,1Story,8,1.791759469228055,3.7376696182833684,1980,Gable,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,1.6094379124341003,GLQ,6.7580945044277305,Unf,5.176149732573829,1036.0,3,Y,SBrkr,6.9440872082295275,0.0,0,6.9440872082295275,0.6931471805599453,1,0.0,0.6931471805599453,4,1.6094379124341003,Typ,0.6931471805599453,Detchd,3.7376696182833684,Fin,2.0,484.0,Y,4.897839799950911,4.6913478822291435,0.0,0,No,0,9,2006,WD ,Normal,12.144202560946876,Yes,Yes,0.0,No,60.332412515993425,13249600,48228544000,22.0,234256.0,113379904.0,44.49719092257398,3920400,7762392000
471,830,906392070,20,RL,64.0,7314,No,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,1.791759469228055,2.70805020110221,2007,Gable,VinylSd,VinylSd,Stone,4.418840607796598,4,3,PConc,4,1.3862943611198906,GLQ,6.586171654854675,Unf,6.2324480165505225,1232.0,5,Y,SBrkr,7.117205503164344,0.0,0,7.117205503164344,0.6931471805599453,2,0.0,1.0986122886681098,4,1.9459101490553132,Typ,0.0,Attchd,2.70805020110221,RFn,2.0,632.0,Y,4.890349128221754,0.0,0.0,0,No,0,2,2009,WD ,Normal,12.178192583415596,Yes,Yes,0.0,No,85.5219270129012,53494596,391259475144,25.13961017995307,399424.0,252435968.0,44.799553569204235,4028049,8084294343
472,704,902134120,50,RM,56.0,10134,Yes,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,1.791759469228055,4.718498871295094,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,0.6931471805599453,Unf,0.0,Unf,6.687108607866515,801.0,4,N,SBrkr,6.687108607866515,6.472346294500901,0,7.277938572945661,0.0,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Attchd,3.784189633918261,Unf,0.0,0.0,N,4.394449154672439,0.0,5.501258210544727,0,No,0,7,2009,WD ,Normal,11.542493975902508,No,Yes,3.713572066704308,No,100.66777041337511,102697956,1040741086104,0.0,0.0,0.0,44.15880433163923,3802500,7414875000
474,1109,528387050,60,RL,81.0,10944,No,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,1.791759469228055,3.332204510175204,1994,Gable,VinylSd,VinylSd,BrkFace,6.1070228877422545,4,3,PConc,4,0.6931471805599453,GLQ,6.90875477931522,Unf,5.4116460518550396,1223.0,5,Y,SBrkr,7.1098794630722715,6.807934943699926,0,7.662937850461535,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,4,1.791759469228055,Typ,1.0986122886681098,Attchd,3.332204510175204,RFn,2.0,525.0,Y,5.147494476813453,4.890349128221754,0.0,0,No,0,8,2008,WD ,Normal,12.509877789891931,Yes,Yes,0.0,No,104.61357464497617,119771136,1310775312384,22.9128784747792,275625.0,144703125.0,44.654227123532216,3976036,7928215784
475,2226,909451130,160,RM,24.0,1782,No,Reg,Lvl,Inside,Gtl,Blueste,Norm,Twnhs,2Story,6,1.9459101490553132,3.7376696182833684,1980,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,0.6931471805599453,GLQ,5.802118375377063,Unf,5.231108616854587,516.0,4,Y,SBrkr,6.272877006546167,6.248042874508429,0,6.952728644624869,0.0,1,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.6931471805599453,Detchd,3.7376696182833684,Unf,2.0,462.0,Y,5.198497031265826,0.0,0.0,0,Yes,0,12,2007,WD ,Normal,11.727238138609684,Yes,Yes,0.0,No,42.21374183841087,3175524,5658783768,21.494185260204677,213444.0,98611128.0,44.49719092257398,3920400,7762392000
476,2627,535454060,90,RL,60.0,8544,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,Duplex,1Story,3,1.6094379124341003,4.276666119016055,1950,Gable,Stucco,Stone,None,0.0,3,3,CBlock,3,0.6931471805599453,GLQ,0.0,Unf,0.0,0.0,4,N,FuseF,6.947937068614969,0.0,0,6.947937068614969,0.0,2,0.0,1.0986122886681098,3,1.9459101490553132,Typ,0.0,Detchd,4.290459441148391,Unf,2.0,400.0,Y,0.0,0.0,0.0,0,No,0,7,2006,WD ,Normal,11.445727410406752,Yes,No,0.0,No,92.43376006633075,72999936,623711453184,20.0,160000.0,64000000.0,44.15880433163923,3802500,7414875000
477,576,533253070,120,RL,61.0,3782,No,IR1,Lvl,CulDSac,Gtl,Greens,Norm,TwnhsE,1Story,8,1.791759469228055,3.713572066704308,1981,Gable,Wd Sdng,Plywood,None,0.0,4,3,CBlock,4,1.6094379124341003,GLQ,6.8679744089702925,Unf,5.58724865840025,1226.0,3,Y,SBrkr,7.112327444710911,0.0,0,7.112327444710911,0.6931471805599453,1,0.0,0.6931471805599453,4,1.6094379124341003,Typ,1.0986122886681098,Attchd,3.713572066704308,Fin,2.0,484.0,Y,4.897839799950911,4.3694478524670215,0.0,0,No,0,9,2009,WD ,Normal,12.261985005589679,Yes,Yes,0.0,No,61.497967446087195,14303524,54095927768,22.0,234256.0,113379904.0,44.50842616853577,3924361,7774159141
478,965,916403250,80,RL,125.0,14419,No,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,SLvl,7,1.791759469228055,3.5553480614894135,1989,Hip,Plywood,Plywood,BrkFace,5.739792912179234,3,3,PConc,4,1.6094379124341003,GLQ,6.807934943699926,ALQ,4.770684624465665,1645.0,5,Y,SBrkr,7.299797366758161,0.0,0,7.299797366758161,1.0986122886681098,2,0.6931471805599453,1.3862943611198906,4,2.0794415416798357,Min1,0.6931471805599453,Attchd,3.5553480614894135,Fin,2.0,578.0,Y,5.41610040220442,5.476463551931511,0.0,0,No,0,7,2009,WD ,Normal,12.271396795480596,Yes,Yes,1.0986122886681098,No,120.07914056987583,207907561,2997819122059,24.041630560342615,334084.0,193100552.0,44.598206241955516,3956121,7868724669
479,2168,908102100,20,RL,70.0,9170,No,Reg,Lvl,Corner,Gtl,Edwards,Feedr,1Fam,1Story,5,2.0794415416798357,4.04305126783455,1965,Hip,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,0.6931471805599453,ALQ,6.54965074223381,GLQ,6.042632833682381,1214.0,5,Y,SBrkr,7.102499355774649,0.0,0,7.102499355774649,0.6931471805599453,1,0.0,1.0986122886681098,3,1.9459101490553132,Typ,0.0,Detchd,4.04305126783455,Unf,2.0,461.0,Y,0.0,0.0,5.220355825078324,0,Yes,400,4,2007,WD ,Normal,11.849404844423074,Yes,Yes,0.0,No,95.7601169589929,84088900,771095213000,21.470910553583888,212521.0,97972181.0,44.328320518603,3861225,7587307125
480,2726,905202190,20,RL,68.0,20355,No,Reg,Low,Inside,Mod,ClearCr,Norm,1Fam,1Story,7,1.9459101490553132,4.007333185232471,1967,Gable,Plywood,Plywood,BrkFace,4.820281565605037,3,3,CBlock,4,1.3862943611198906,Rec,6.698268054115413,ALQ,5.438079308923196,1865.0,3,Y,SBrkr,7.5126175446745105,0.0,0,7.5126175446745105,0.6931471805599453,1,0.0,1.0986122886681098,3,1.9459101490553132,Typ,1.0986122886681098,Attchd,4.007333185232471,Unf,2.0,521.0,Y,0.0,4.7535901911063645,5.1298987149230735,0,No,0,6,2006,WD ,Normal,12.535379989788607,Yes,Yes,0.0,No,142.67095009146047,414326025,8433606238875,22.825424421026653,271441.0,141420761.0,44.35087372307337,3869089,7610498063
481,588,534129370,20,RL,80.0,9600,No,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,5,1.791759469228055,3.970291913552122,1969,Gable,HdBoard,HdBoard,BrkFace,4.859812404361672,3,3,CBlock,4,1.0986122886681098,ALQ,6.317164686747284,Rec,6.3784261836515865,1288.0,3,Y,SBrkr,7.198183577101943,0.0,0,7.198183577101943,0.0,2,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.6931471805599453,Attchd,3.970291913552122,RFn,2.0,502.0,Y,5.746203190540153,2.4849066497880004,0.0,0,No,650,8,2009,WD ,Normal,12.001511614739405,Yes,Yes,0.0,No,97.97958971132712,92160000,884736000000,22.40535650240808,252004.0,126506008.0,44.37341546466758,3876961,7633736209
482,2180,908152290,60,RL,60.0,7023,No,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,2Story,5,1.791759469228055,2.833213344056216,2006,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,0.6931471805599453,GLQ,6.416732282512326,Unf,4.820281565605037,734.0,4,Y,SBrkr,6.5998704992128365,6.51471269087253,0,7.25063551189868,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,3,1.9459101490553132,Typ,0.0,BuiltIn,2.833213344056216,Fin,2.0,489.0,Y,0.0,4.454347296253507,0.0,0,No,0,5,2007,WD ,Normal,12.052344376474922,Yes,Yes,0.6931471805599453,Yes,83.80334122217323,49322529,346392121167,22.11334438749598,239121.0,116930169.0,44.78839135311738,4024036,8072216216
483,2906,923203090,120,RM,32.0,4500,No,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Twnhs,1Story,6,1.791759469228055,3.1780538303479458,1998,Hip,VinylSd,VinylSd,BrkFace,4.762173934797756,3,3,PConc,5,0.6931471805599453,GLQ,6.8001700683022,Unf,5.768320995793772,1216.0,5,Y,SBrkr,7.104144092987527,0.0,0,7.104144092987527,0.6931471805599453,2,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.0,Attchd,3.1780538303479458,Unf,2.0,402.0,Y,0.0,4.836281906951478,0.0,0,No,0,5,2006,WD ,Normal,12.00762780434872,Yes,Yes,0.0,No,67.08203932499369,20250000,91125000000,20.049937655763422,161604.0,64964808.0,44.69899327725402,3992004,7976023992
484,287,909100110,70,RL,66.0,6858,No,Reg,Bnk,Corner,Gtl,SWISU,Norm,1Fam,2Story,6,1.6094379124341003,4.672828834461906,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,6.693323668269949,806.0,3,N,FuseF,6.7357800142423265,6.693323668269949,0,7.4073177104694174,0.6931471805599453,1,0.6931471805599453,1.6094379124341003,2,1.9459101490553132,Typ,0.0,Detchd,4.624972813284271,Unf,1.0,216.0,Y,0.0,4.204692619390966,4.919980925828125,0,No,0,5,2010,WD ,Normal,11.759793355371237,Yes,Yes,3.58351893845611,No,82.81304245105356,47032164,322546580712,14.696938456699069,46656.0,10077696.0,44.15880433163923,3802500,7414875000
485,1225,534477080,50,RL,80.0,9600,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,6,1.791759469228055,4.276666119016055,1950,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,0.6931471805599453,BLQ,5.638354669333745,Unf,6.6240652277998935,1032.0,3,Y,FuseA,6.940222469119639,5.3981627015177525,0,7.133295954896068,0.0,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Attchd,4.276666119016055,Unf,1.0,288.0,Y,0.0,0.0,4.574710978503383,0,No,0,4,2008,WD ,Abnorml,11.686887175419702,Yes,Yes,0.0,No,97.97958971132712,92160000,884736000000,16.97056274847714,82944.0,23887872.0,44.15880433163923,3802500,7414875000
486,41,528120100,20,RL,95.0,12182,No,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,7,1.791759469228055,2.833213344056216,2005,Gable,VinylSd,VinylSd,BrkFace,5.424950017481403,4,3,PConc,4,1.0986122886681098,BLQ,7.091742115095153,Unf,5.831882477283517,1541.0,5,Y,SBrkr,7.340835554123275,0.0,0,7.340835554123275,0.0,2,0.0,1.3862943611198906,4,2.0794415416798357,Typ,0.6931471805599453,Attchd,2.833213344056216,RFn,2.0,532.0,Y,0.0,4.2626798770413155,0.0,0,No,0,5,2010,New,Partial,12.301387370778713,Yes,Yes,0.0,No,110.37209792334292,148401124,1807822492568,23.065125189341593,283024.0,150568768.0,44.77722635447622,4020025,8060150125
487,1551,910205010,80,RM,75.0,6000,No,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,SLvl,5,1.791759469228055,4.007333185232471,1967,Hip,HdBoard,Plywood,None,0.0,2,3,CBlock,4,1.0986122886681098,Rec,5.552959584921617,Unf,5.908082938168931,624.0,5,Y,SBrkr,6.996681488176539,6.336825731146441,0,7.4127640174265625,0.0,1,0.6931471805599453,1.3862943611198906,3,2.0794415416798357,Mod,0.6931471805599453,Attchd,4.007333185232471,Unf,1.0,288.0,Y,0.0,5.198497031265826,0.0,0,Yes,0,7,2008,WD ,Normal,11.744045122410057,Yes,Yes,0.0,No,77.45966692414834,36000000,216000000000,16.97056274847714,82944.0,23887872.0,44.35087372307337,3869089,7610498063
488,2878,910226060,50,RM,75.0,9060,No,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,1.791759469228055,4.174387269895637,1957,Gable,MetalSd,MetalSd,BrkFace,5.793013608384144,3,3,CBlock,3,0.6931471805599453,Unf,0.0,Unf,6.875232087276577,967.0,4,Y,SBrkr,6.875232087276577,6.51025834052315,0,7.40184157874383,0.0,2,0.0,1.6094379124341003,4,1.9459101490553132,Typ,0.0,Detchd,4.174387269895637,Unf,1.0,384.0,Y,0.0,3.091042453358316,0.0,0,No,0,4,2006,WD ,Normal,11.842236406331555,Yes,Yes,0.0,No,95.18403227432636,82083600,743677416000,19.595917942265423,147456.0,56623104.0,44.23799272118933,3829849,7495014493
489,2313,527107020,60,RL,68.0,13041,No,IR2,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,1.791759469228055,3.295836866004329,1995,Gable,HdBoard,HdBoard,None,0.0,3,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,6.661854740545311,781.0,4,Y,SBrkr,6.661854740545311,6.792344427470809,0,7.421775793644647,0.0,2,0.6931471805599453,1.3862943611198906,3,2.0794415416798357,Typ,0.6931471805599453,Attchd,3.295836866004329,Fin,2.0,423.0,Y,0.0,4.442651256490317,0.0,0,No,0,2,2006,WD ,Normal,12.04355959836804,Yes,Yes,0.0,No,114.19719786404568,170067681,2217852627921,20.566963801203133,178929.0,75686967.0,44.66542286825459,3980025,7940149875
490,759,903481120,50,RM,60.0,5160,No,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,1.9459101490553132,4.553876891600541,1950,Gable,MetalSd,MetalSd,None,0.0,3,2,BrkTil,3,0.6931471805599453,Unf,0.0,Unf,7.094234845924755,1204.0,3,Y,FuseA,7.094234845924755,6.137727054086234,0,7.418780882750794,0.0,1,0.0,1.3862943611198906,3,1.6094379124341003,Typ,0.0,Detchd,4.553876891600541,Unf,1.0,384.0,Y,0.0,0.0,5.003946305945459,0,No,0,8,2009,WD ,Normal,11.813037464800539,Yes,Yes,3.1780538303479458,No,71.83313998427188,26625600,137388096000,19.595917942265423,147456.0,56623104.0,44.15880433163923,3802500,7414875000
492,1520,909177120,30,RL,60.0,7290,No,Reg,Lvl,Corner,Gtl,SWISU,Norm,1Fam,1Story,7,2.1972245773362196,4.61512051684126,1950,Gable,WdShing,Wd Shng,BrkFace,5.1647859739235145,3,3,BrkTil,3,0.6931471805599453,Unf,0.0,Unf,7.113956109566034,1228.0,5,Y,SBrkr,7.261927092702751,0.0,0,7.261927092702751,0.0,2,0.0,1.0986122886681098,3,2.0794415416798357,Typ,0.6931471805599453,Attchd,4.61512051684126,Unf,1.0,312.0,Y,0.0,0.0,4.51085950651685,0,No,0,4,2008,WD ,Normal,12.031725210748633,Yes,Yes,3.4011973816621555,No,85.38149682454625,53144100,387420489000,17.663521732655695,97344.0,30371328.0,44.15880433163923,3802500,7414875000
493,2567,535103070,80,RL,68.0,12700,No,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,1.791759469228055,4.060443010546419,1964,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,0.6931471805599453,ALQ,6.84587987526405,Unf,5.730099782973574,1246.0,3,Y,SBrkr,7.1284959456800365,0.0,0,7.1284959456800365,0.6931471805599453,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,1.0986122886681098,Attchd,4.060443010546419,RFn,2.0,441.0,Y,0.0,4.248495242049359,0.0,0,No,0,11,2006,WD ,Normal,12.055255569732177,Yes,Yes,0.0,No,112.69427669584645,161290000,2048383000000,21.0,194481.0,85766121.0,44.31703961232068,3857296,7575729344
495,98,533212020,160,FV,24.0,2544,Yes,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,1.791759469228055,2.8903717578961645,2005,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4,0.6931471805599453,GLQ,5.910796644040527,ALQ,5.25227342804663,600.0,5,Y,SBrkr,6.398594934535208,6.398594934535208,0,7.0909098220799835,0.6931471805599453,2,0.6931471805599453,1.0986122886681098,4,1.6094379124341003,Typ,0.0,Detchd,2.8903717578961645,RFn,2.0,480.0,Y,0.0,5.153291594497779,0.0,0,No,0,2,2010,WD ,Normal,11.915058360753719,Yes,Yes,0.6931471805599453,No,50.438080851673966,6471936,16464605184,21.908902300206645,230400.0,110592000.0,44.77722635447622,4020025,8060150125
496,1277,535455090,50,RL,60.0,7200,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,6,1.791759469228055,4.219507705176107,1954,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,0.6931471805599453,Rec,6.513230110912307,Unf,5.204006687076795,854.0,2,Y,FuseA,6.75110146893676,6.052089168924417,0,7.153833801578843,0.0,1,0.0,1.6094379124341003,3,1.9459101490553132,Typ,0.0,Attchd,4.219507705176107,Unf,1.0,240.0,Y,0.0,0.0,0.0,0,Yes,0,4,2008,WD ,Normal,11.755879486687116,Yes,Yes,0.0,No,84.8528137423857,51840000,373248000000,15.491933384829668,57600.0,13824000.0,44.204072210600685,3818116,7460598664
497,1978,902107050,90,RM,60.0,7200,Yes,Reg,Lvl,Inside,Gtl,OldTown,Norm,Duplex,SFoyer,5,1.791759469228055,3.7376696182833684,1980,Gable,MetalSd,MetalSd,BrkFace,5.198497031265826,3,3,CBlock,4,1.6094379124341003,GLQ,6.842683282238422,Unf,0.0,936.0,3,Y,SBrkr,6.842683282238422,0.0,0,6.842683282238422,0.6931471805599453,1,0.0,1.0986122886681098,3,1.6094379124341003,Typ,0.0,Detchd,3.7376696182833684,Unf,2.0,672.0,Y,3.912023005428146,0.0,0.0,0,No,0,8,2007,WD ,Normal,11.849404844423074,Yes,Yes,0.0,No,84.8528137423857,51840000,373248000000,25.92296279363144,451584.0,303464448.0,44.49719092257398,3920400,7762392000
498,2787,907203040,20,RL,70.0,9800,No,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,2.0794415416798357,3.912023005428146,1972,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,3,0.6931471805599453,ALQ,6.796823718274855,Unf,0.0,894.0,3,Y,SBrkr,6.796823718274855,0.0,0,6.796823718274855,0.6931471805599453,1,0.0,1.3862943611198906,3,1.791759469228055,Typ,0.0,Attchd,3.8501476017100584,Unf,2.0,552.0,Y,5.54907608489522,0.0,0.0,0,Yes,0,7,2006,WD ,Abnorml,11.917730355182513,Yes,Yes,0.0,No,98.99494936611666,96040000,941192000000,23.49468024894146,304704.0,168196608.0,44.40720662234904,3888784,7668682048
499,1849,533236040,160,FV,24.0,2645,Yes,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,8,1.791759469228055,3.1354942159291497,2000,Gable,MetalSd,MetalSd,BrkFace,6.124683390894205,4,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,6.655440350367647,776.0,5,Y,SBrkr,6.639875833826536,6.519147287940395,0,7.273786317844895,0.0,2,0.6931471805599453,1.0986122886681098,4,1.791759469228055,Typ,0.0,Detchd,3.1354942159291497,Unf,2.0,492.0,Y,5.332718793265369,0.0,0.0,0,No,0,11,2007,WD ,Normal,12.066816325306588,Yes,Yes,0.6931471805599453,No,51.42956348249516,6996025,18504486125,22.181073012818835,242064.0,119095488.0,44.721359549995796,4000000,8000000000
500,796,905476230,120,RL,42.0,4235,No,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,1Story,5,1.791759469228055,3.6375861597263857,1984,Gable,HdBoard,HdBoard,BrkFace,5.0106352940962555,4,3,CBlock,4,1.0986122886681098,GLQ,6.315358001522335,ALQ,4.653960350157523,1049.0,3,Y,SBrkr,6.956545443151569,0.0,0,6.956545443151569,0.6931471805599453,2,0.0,1.0986122886681098,4,1.791759469228055,Typ,0.0,Attchd,3.6375861597263857,Fin,1.0,266.0,Y,0.0,4.663439094112067,0.0,0,No,0,2,2009,WD ,Normal,11.845827048676645,Yes,Yes,0.0,No,65.07687761409578,17935225,75955677875,16.30950643030009,70756.0,18821096.0,44.54211490264017,3936256,7809531904
